Município1;UF1;Data;Índice De Isolamento
FRANCO DA ROCHA;SP;11/04/2020;58%
GUARATINGUETÁ;SP;11/04/2020;59%
GUARUJÁ;SP;11/04/2020;59%
GUARULHOS;SP;11/04/2020;58%
HORTOLÂNDIA;SP;11/04/2020;57%
IBIÚNA;SP;11/04/2020;63%
INDAIATUBA;SP;11/04/2020;57%
ITANHAÉM;SP;11/04/2020;63%
ITAPECERICA DA SERRA;SP;11/04/2020;61%
ITAPETININGA;SP;11/04/2020;55%
ITAPEVA;SP;11/04/2020;52%
ITAPEVI;SP;11/04/2020;56%
ITAPIRA;SP;11/04/2020;57%
ITAQUAQUECETUBA;SP;11/04/2020;61%
ITATIBA;SP;11/04/2020;50%
ITU;SP;11/04/2020;54%
JABOTICABAL;SP;11/04/2020;49%
JACAREÍ;SP;11/04/2020;57%
JANDIRA;SP;11/04/2020;61%
JAÚ;SP;11/04/2020;55%
JUNDIAÍ;SP;11/04/2020;53%
LEME;SP;11/04/2020;55%
LIMEIRA;SP;11/04/2020;47%
LINS;SP;11/04/2020;52%
LORENA;SP;11/04/2020;66%
MAIRIPORÃ;SP;11/04/2020;63%
MARÍLIA;SP;11/04/2020;49%
MATÃO;SP;11/04/2020;49%
MAUÁ;SP;11/04/2020;58%
MOGI DAS CRUZES;SP;11/04/2020;58%
MOGI GUAÇU;SP;11/04/2020;54%
MOGI MIRIM;SP;11/04/2020;56%
OSASCO;SP;11/04/2020;57%
OURINHOS;SP;11/04/2020;55%
PAULÍNIA;SP;11/04/2020;55%
PINDAMONHANGABA;SP;11/04/2020;63%
PIRACICABA;SP;11/04/2020;52%
PIRASSUNUNGA;SP;11/04/2020;59%
POÁ;SP;11/04/2020;62%
PRAIA GRANDE;SP;11/04/2020;56%
PRESIDENTE PRUDENTE;SP;11/04/2020;47%
RIBEIRÃO PIRES;SP;11/04/2020;66%
RIBEIRÃO PRETO;SP;11/04/2020;50%
RIO CLARO;SP;11/04/2020;57%
SALTO;SP;11/04/2020;56%
SANTA BÁRBARA D'OESTE;SP;11/04/2020;51%
SANTANA DE PARNAÍBA;SP;11/04/2020;56%
SANTO ANDRÉ;SP;11/04/2020;55%
SANTOS;SP;11/04/2020;54%
SERTÃOZINHO;SP;11/04/2020;61%
SOROCABA;SP;11/04/2020;53%
SUMARÉ;SP;11/04/2020;52%
SUZANO;SP;11/04/2020;58%
SÃO BERNARDO DO CAMPO;SP;11/04/2020;56%
SÃO CAETANO DO SUL;SP;11/04/2020;54%
SÃO CARLOS;SP;11/04/2020;56%
SÃO JOSÉ DO RIO PRETO;SP;11/04/2020;49%
SÃO JOSÉ DOS CAMPOS;SP;11/04/2020;56%
SÃO JOÃO DA BOA VISTA;SP;11/04/2020;59%
SÃO PAULO;SP;11/04/2020;54%
SÃO ROQUE;SP;11/04/2020;59%
SÃO SEBASTIÃO;SP;11/04/2020;71%
SÃO VICENTE;SP;11/04/2020;62%
TABOÃO DA SERRA;SP;11/04/2020;55%
TATUÍ;SP;11/04/2020;57%
TAUBATÉ;SP;11/04/2020;55%
UBATUBA;SP;11/04/2020;69%
VALINHOS;SP;11/04/2020;55%
VINHEDO;SP;11/04/2020;60%
VOTORANTIM;SP;11/04/2020;55%
VOTUPORANGA;SP;11/04/2020;59%
VÁRZEA PAULISTA;SP;11/04/2020;56%
AMERICANA;SP;12/04/2020;58%
AMPARO;SP;12/04/2020;63%
ARARAQUARA;SP;12/04/2020;53%
ARARAS;SP;12/04/2020;59%
ARAÇATUBA;SP;12/04/2020;52%
ARUJÁ;SP;12/04/2020;67%
ASSIS;SP;12/04/2020;56%
ATIBAIA;SP;12/04/2020;61%
AVARÉ;SP;12/04/2020;60%
BARRETOS;SP;12/04/2020;58%
BARUERI;SP;12/04/2020;55%
BAURU;SP;12/04/2020;53%
BEBEDOURO;SP;12/04/2020;71%
BIRIGUI;SP;12/04/2020;57%
BOTUCATU;SP;12/04/2020;60%
BRAGANÇA PAULISTA;SP;12/04/2020;56%
CAIEIRAS;SP;12/04/2020;67%
CAJAMAR;SP;12/04/2020;70%
CAMPINAS;SP;12/04/2020;57%
CAMPO LIMPO PAULISTA;SP;12/04/2020;64%
CARAGUATATUBA;SP;12/04/2020;66%
CARAPICUÍBA;SP;12/04/2020;64%
CATANDUVA;SP;12/04/2020;50%
CAÇAPAVA;SP;12/04/2020;66%
COTIA;SP;12/04/2020;63%
CRUZEIRO;SP;12/04/2020;69%
CUBATÃO;SP;12/04/2020;64%
DIADEMA;SP;12/04/2020;65%
EMBU DAS ARTES;SP;12/04/2020;63%
ESTADO DE SÃO PAULO;SP;12/04/2020;59%
FERRAZ DE VASCONCELOS;SP;12/04/2020;61%
FRANCA;SP;12/04/2020;59%
FRANCISCO MORATO;SP;12/04/2020;59%
FRANCO DA ROCHA;SP;12/04/2020;63%
GUARATINGUETÁ;SP;12/04/2020;64%
GUARUJÁ;SP;12/04/2020;62%
GUARULHOS;SP;12/04/2020;63%
HORTOLÂNDIA;SP;12/04/2020;61%
IBIÚNA;SP;12/04/2020;67%
INDAIATUBA;SP;12/04/2020;61%
ITANHAÉM;SP;12/04/2020;65%
ITAPECERICA DA SERRA;SP;12/04/2020;67%
ITAPETININGA;SP;12/04/2020;59%
ITAPEVA;SP;12/04/2020;57%
ITAPEVI;SP;12/04/2020;62%
ITAPIRA;SP;12/04/2020;61%
ITAQUAQUECETUBA;SP;12/04/2020;66%
ITATIBA;SP;12/04/2020;55%
ITU;SP;12/04/2020;57%
JABOTICABAL;SP;12/04/2020;55%
JACAREÍ;SP;12/04/2020;62%
JANDIRA;SP;12/04/2020;63%
JAÚ;SP;12/04/2020;60%
JUNDIAÍ;SP;12/04/2020;57%
LEME;SP;12/04/2020;60%
LIMEIRA;SP;12/04/2020;51%
LINS;SP;12/04/2020;58%
LORENA;SP;12/04/2020;69%
MAIRIPORÃ;SP;12/04/2020;67%
MARÍLIA;SP;12/04/2020;53%
MATÃO;SP;12/04/2020;53%
MAUÁ;SP;12/04/2020;62%
MOGI DAS CRUZES;SP;12/04/2020;63%
MOGI GUAÇU;SP;12/04/2020;57%
MOGI MIRIM;SP;12/04/2020;59%
OSASCO;SP;12/04/2020;62%
OURINHOS;SP;12/04/2020;60%
PAULÍNIA;SP;12/04/2020;62%
PINDAMONHANGABA;SP;12/04/2020;67%
PIRACICABA;SP;12/04/2020;56%
PIRASSUNUNGA;SP;12/04/2020;63%
POÁ;SP;12/04/2020;66%
PRAIA GRANDE;SP;12/04/2020;60%
PRESIDENTE PRUDENTE;SP;12/04/2020;52%
RIBEIRÃO PIRES;SP;12/04/2020;71%
RIBEIRÃO PRETO;SP;12/04/2020;54%
RIO CLARO;SP;12/04/2020;61%
SALTO;SP;12/04/2020;59%
SANTA BÁRBARA D'OESTE;SP;12/04/2020;55%
SANTANA DE PARNAÍBA;SP;12/04/2020;61%
SANTO ANDRÉ;SP;12/04/2020;60%
SANTOS;SP;12/04/2020;58%
SERTÃOZINHO;SP;12/04/2020;67%
SOROCABA;SP;12/04/2020;57%
SUMARÉ;SP;12/04/2020;57%
SUZANO;SP;12/04/2020;63%
SÃO BERNARDO DO CAMPO;SP;12/04/2020;60%
SÃO CAETANO DO SUL;SP;12/04/2020;57%
SÃO CARLOS;SP;12/04/2020;60%
SÃO JOSÉ DO RIO PRETO;SP;12/04/2020;53%
SÃO JOSÉ DOS CAMPOS;SP;12/04/2020;60%
SÃO JOÃO DA BOA VISTA;SP;12/04/2020;65%
SÃO PAULO;SP;12/04/2020;58%
SÃO ROQUE;SP;12/04/2020;63%
SÃO SEBASTIÃO;SP;12/04/2020;72%
SÃO VICENTE;SP;12/04/2020;68%
TABOÃO DA SERRA;SP;12/04/2020;60%
TATUÍ;SP;12/04/2020;61%
TAUBATÉ;SP;12/04/2020;59%
UBATUBA;SP;12/04/2020;71%
VALINHOS;SP;12/04/2020;59%
VINHEDO;SP;12/04/2020;64%
VOTORANTIM;SP;12/04/2020;60%
VOTUPORANGA;SP;12/04/2020;64%
VÁRZEA PAULISTA;SP;12/04/2020;59%
AMERICANA;SP;13/04/2020;47%
AMPARO;SP;13/04/2020;53%
ARARAQUARA;SP;13/04/2020;45%
ARARAS;SP;13/04/2020;51%
ARAÇATUBA;SP;13/04/2020;43%
ARUJÁ;SP;13/04/2020;55%
ASSIS;SP;13/04/2020;49%
ATIBAIA;SP;13/04/2020;52%
AVARÉ;SP;13/04/2020;51%
BARRETOS;SP;13/04/2020;47%
BARUERI;SP;13/04/2020;45%
BAURU;SP;13/04/2020;44%
BEBEDOURO;SP;13/04/2020;58%
BIRIGUI;SP;13/04/2020;51%
BOTUCATU;SP;13/04/2020;53%
BRAGANÇA PAULISTA;SP;13/04/2020;48%
CAIEIRAS;SP;13/04/2020;55%
CAJAMAR;SP;13/04/2020;58%
CAMPINAS;SP;13/04/2020;48%
CAMPO LIMPO PAULISTA;SP;13/04/2020;56%
CARAGUATATUBA;SP;13/04/2020;57%
CARAPICUÍBA;SP;13/04/2020;54%
CATANDUVA;SP;13/04/2020;50%
CAÇAPAVA;SP;13/04/2020;59%
COTIA;SP;13/04/2020;52%
CRUZEIRO;SP;13/04/2020;60%
CUBATÃO;SP;13/04/2020;51%
DIADEMA;SP;13/04/2020;54%
EMBU DAS ARTES;SP;13/04/2020;51%
ESTADO DE SÃO PAULO;SP;13/04/2020;50%
FERRAZ DE VASCONCELOS;SP;13/04/2020;52%
FRANCA;SP;13/04/2020;46%
FRANCISCO MORATO;SP;13/04/2020;51%
FRANCO DA ROCHA;SP;13/04/2020;54%
GUARATINGUETÁ;SP;13/04/2020;60%
GUARUJÁ;SP;13/04/2020;54%
GUARULHOS;SP;13/04/2020;52%
HORTOLÂNDIA;SP;13/04/2020;52%
IBIÚNA;SP;13/04/2020;57%
INDAIATUBA;SP;13/04/2020;52%
ITANHAÉM;SP;13/04/2020;58%
ITAPECERICA DA SERRA;SP;13/04/2020;56%
ITAPETININGA;SP;13/04/2020;51%
ITAPEVA;SP;13/04/2020;48%
ITAPEVI;SP;13/04/2020;52%
ITAPIRA;SP;13/04/2020;53%
ITAQUAQUECETUBA;SP;13/04/2020;56%
ITATIBA;SP;13/04/2020;47%
ITU;SP;13/04/2020;49%
JABOTICABAL;SP;13/04/2020;40%
JACAREÍ;SP;13/04/2020;52%
JANDIRA;SP;13/04/2020;51%
JAÚ;SP;13/04/2020;50%
JUNDIAÍ;SP;13/04/2020;48%
LEME;SP;13/04/2020;51%
LIMEIRA;SP;13/04/2020;42%
LINS;SP;13/04/2020;49%
LORENA;SP;13/04/2020;62%
MAIRIPORÃ;SP;13/04/2020;57%
MARÍLIA;SP;13/04/2020;46%
MATÃO;SP;13/04/2020;46%
MAUÁ;SP;13/04/2020;53%
MOGI DAS CRUZES;SP;13/04/2020;54%
MOGI GUAÇU;SP;13/04/2020;49%
MOGI MIRIM;SP;13/04/2020;45%
OSASCO;SP;13/04/2020;52%
OURINHOS;SP;13/04/2020;52%
PAULÍNIA;SP;13/04/2020;50%
PINDAMONHANGABA;SP;13/04/2020;62%
PIRACICABA;SP;13/04/2020;47%
PIRASSUNUNGA;SP;13/04/2020;55%
POÁ;SP;13/04/2020;57%
PRAIA GRANDE;SP;13/04/2020;51%
PRESIDENTE PRUDENTE;SP;13/04/2020;43%
RIBEIRÃO PIRES;SP;13/04/2020;61%
RIBEIRÃO PRETO;SP;13/04/2020;44%
RIO CLARO;SP;13/04/2020;53%
SALTO;SP;13/04/2020;51%
SANTA BÁRBARA D'OESTE;SP;13/04/2020;44%
SANTANA DE PARNAÍBA;SP;13/04/2020;53%
SANTO ANDRÉ;SP;13/04/2020;52%
SANTOS;SP;13/04/2020;49%
SERTÃOZINHO;SP;13/04/2020;52%
SOROCABA;SP;13/04/2020;48%
SUMARÉ;SP;13/04/2020;46%
SUZANO;SP;13/04/2020;53%
SÃO BERNARDO DO CAMPO;SP;13/04/2020;51%
SÃO CAETANO DO SUL;SP;13/04/2020;47%
SÃO CARLOS;SP;13/04/2020;52%
SÃO JOSÉ DO RIO PRETO;SP;13/04/2020;43%
SÃO JOSÉ DOS CAMPOS;SP;13/04/2020;50%
SÃO JOÃO DA BOA VISTA;SP;13/04/2020;52%
SÃO PAULO;SP;13/04/2020;50%
SÃO ROQUE;SP;13/04/2020;54%
SÃO SEBASTIÃO;SP;13/04/2020;66%
SÃO VICENTE;SP;13/04/2020;58%
TABOÃO DA SERRA;SP;13/04/2020;50%
TATUÍ;SP;13/04/2020;53%
TAUBATÉ;SP;13/04/2020;55%
UBATUBA;SP;13/04/2020;64%
VALINHOS;SP;13/04/2020;50%
VINHEDO;SP;13/04/2020;54%
VOTORANTIM;SP;13/04/2020;52%
VOTUPORANGA;SP;13/04/2020;52%
VÁRZEA PAULISTA;SP;13/04/2020;51%
AMERICANA;SP;14/04/2020;48%
AMPARO;SP;14/04/2020;52%
ARARAQUARA;SP;14/04/2020;46%
ARARAS;SP;14/04/2020;51%
ARAÇATUBA;SP;14/04/2020;44%
ARUJÁ;SP;14/04/2020;55%
ASSIS;SP;14/04/2020;48%
ATIBAIA;SP;14/04/2020;52%
AVARÉ;SP;14/04/2020;53%
BARRETOS;SP;14/04/2020;48%
BARUERI;SP;14/04/2020;45%
BAURU;SP;14/04/2020;46%
BEBEDOURO;SP;14/04/2020;59%
BIRIGUI;SP;14/04/2020;52%
BOTUCATU;SP;14/04/2020;60%
BRAGANÇA PAULISTA;SP;14/04/2020;48%
CAIEIRAS;SP;14/04/2020;55%
CAJAMAR;SP;14/04/2020;58%
CAMPINAS;SP;14/04/2020;48%
CAMPO LIMPO PAULISTA;SP;14/04/2020;55%
CARAGUATATUBA;SP;14/04/2020;57%
CARAPICUÍBA;SP;14/04/2020;53%
CATANDUVA;SP;14/04/2020;42%
CAÇAPAVA;SP;14/04/2020;61%
COTIA;SP;14/04/2020;53%
CRUZEIRO;SP;14/04/2020;61%
CUBATÃO;SP;14/04/2020;50%
DIADEMA;SP;14/04/2020;54%
EMBU DAS ARTES;SP;14/04/2020;48%
ESTADO DE SÃO PAULO;SP;14/04/2020;50%
FERRAZ DE VASCONCELOS;SP;14/04/2020;53%
FRANCA;SP;14/04/2020;45%
FRANCISCO MORATO;SP;14/04/2020;50%
FRANCO DA ROCHA;SP;14/04/2020;54%
GUARATINGUETÁ;SP;14/04/2020;53%
GUARUJÁ;SP;14/04/2020;54%
GUARULHOS;SP;14/04/2020;52%
HORTOLÂNDIA;SP;14/04/2020;51%
IBIÚNA;SP;14/04/2020;59%
INDAIATUBA;SP;14/04/2020;50%
ITANHAÉM;SP;14/04/2020;58%
ITAPECERICA DA SERRA;SP;14/04/2020;56%
ITAPETININGA;SP;14/04/2020;52%
ITAPEVA;SP;14/04/2020;49%
ITAPEVI;SP;14/04/2020;53%
ITAPIRA;SP;14/04/2020;53%
ITAQUAQUECETUBA;SP;14/04/2020;56%
ITATIBA;SP;14/04/2020;47%
ITU;SP;14/04/2020;49%
JABOTICABAL;SP;14/04/2020;44%
JACAREÍ;SP;14/04/2020;53%
JANDIRA;SP;14/04/2020;52%
JAÚ;SP;14/04/2020;52%
JUNDIAÍ;SP;14/04/2020;48%
LEME;SP;14/04/2020;52%
LIMEIRA;SP;14/04/2020;42%
LINS;SP;14/04/2020;51%
LORENA;SP;14/04/2020;62%
MAIRIPORÃ;SP;14/04/2020;58%
MARÍLIA;SP;14/04/2020;48%
MATÃO;SP;14/04/2020;46%
MAUÁ;SP;14/04/2020;53%
MOGI DAS CRUZES;SP;14/04/2020;54%
MOGI GUAÇU;SP;14/04/2020;50%
MOGI MIRIM;SP;14/04/2020;50%
OSASCO;SP;14/04/2020;52%
OURINHOS;SP;14/04/2020;52%
PAULÍNIA;SP;14/04/2020;50%
PINDAMONHANGABA;SP;14/04/2020;55%
PIRACICABA;SP;14/04/2020;48%
PIRASSUNUNGA;SP;14/04/2020;56%
POÁ;SP;14/04/2020;57%
PRAIA GRANDE;SP;14/04/2020;52%
PRESIDENTE PRUDENTE;SP;14/04/2020;44%
RIBEIRÃO PIRES;SP;14/04/2020;59%
RIBEIRÃO PRETO;SP;14/04/2020;44%
RIO CLARO;SP;14/04/2020;53%
SALTO;SP;14/04/2020;51%
SANTA BÁRBARA D'OESTE;SP;14/04/2020;46%
SANTANA DE PARNAÍBA;SP;14/04/2020;53%
SANTO ANDRÉ;SP;14/04/2020;51%
SANTOS;SP;14/04/2020;48%
SERTÃOZINHO;SP;14/04/2020;52%
SOROCABA;SP;14/04/2020;49%
SUMARÉ;SP;14/04/2020;45%
SUZANO;SP;14/04/2020;54%
SÃO BERNARDO DO CAMPO;SP;14/04/2020;50%
SÃO CAETANO DO SUL;SP;14/04/2020;49%
SÃO CARLOS;SP;14/04/2020;53%
SÃO JOSÉ DO RIO PRETO;SP;14/04/2020;45%
SÃO JOSÉ DOS CAMPOS;SP;14/04/2020;50%
SÃO JOÃO DA BOA VISTA;SP;14/04/2020;55%
SÃO PAULO;SP;14/04/2020;50%
SÃO ROQUE;SP;14/04/2020;56%
SÃO SEBASTIÃO;SP;14/04/2020;66%
SÃO VICENTE;SP;14/04/2020;58%
TABOÃO DA SERRA;SP;14/04/2020;49%
TATUÍ;SP;14/04/2020;53%
TAUBATÉ;SP;14/04/2020;50%
UBATUBA;SP;14/04/2020;64%
VALINHOS;SP;14/04/2020;51%
VINHEDO;SP;14/04/2020;53%
VOTORANTIM;SP;14/04/2020;52%
VOTUPORANGA;SP;14/04/2020;57%
VÁRZEA PAULISTA;SP;14/04/2020;45%
AMERICANA;SP;15/04/2020;47%
AMPARO;SP;15/04/2020;53%
ARARAQUARA;SP;15/04/2020;45%
ARARAS;SP;15/04/2020;50%
ARAÇATUBA;SP;15/04/2020;43%
ARUJÁ;SP;15/04/2020;54%
ASSIS;SP;15/04/2020;48%
ATIBAIA;SP;15/04/2020;52%
AVARÉ;SP;15/04/2020;52%
BARRETOS;SP;15/04/2020;48%
BARUERI;SP;15/04/2020;45%
BAURU;SP;15/04/2020;44%
BEBEDOURO;SP;15/04/2020;55%
BIRIGUI;SP;15/04/2020;50%
BOTUCATU;SP;15/04/2020;50%
BRAGANÇA PAULISTA;SP;15/04/2020;48%
CAIEIRAS;SP;15/04/2020;55%
CAJAMAR;SP;15/04/2020;57%
CAMPINAS;SP;15/04/2020;48%
CAMPO LIMPO PAULISTA;SP;15/04/2020;56%
CARAGUATATUBA;SP;15/04/2020;58%
CARAPICUÍBA;SP;15/04/2020;53%
CATANDUVA;SP;15/04/2020;41%
CAÇAPAVA;SP;15/04/2020;57%
COTIA;SP;15/04/2020;53%
CRUZEIRO;SP;15/04/2020;60%
CUBATÃO;SP;15/04/2020;50%
DIADEMA;SP;15/04/2020;54%
EMBU DAS ARTES;SP;15/04/2020;51%
ESTADO DE SÃO PAULO;SP;15/04/2020;50%
FERRAZ DE VASCONCELOS;SP;15/04/2020;51%
FRANCA;SP;15/04/2020;44%
FRANCISCO MORATO;SP;15/04/2020;51%
FRANCO DA ROCHA;SP;15/04/2020;54%
GUARATINGUETÁ;SP;15/04/2020;53%
GUARUJÁ;SP;15/04/2020;54%
GUARULHOS;SP;15/04/2020;51%
HORTOLÂNDIA;SP;15/04/2020;51%
IBIÚNA;SP;15/04/2020;59%
INDAIATUBA;SP;15/04/2020;52%
ITANHAÉM;SP;15/04/2020;59%
ITAPECERICA DA SERRA;SP;15/04/2020;56%
ITAPETININGA;SP;15/04/2020;51%
ITAPEVA;SP;15/04/2020;48%
ITAPEVI;SP;15/04/2020;53%
ITAPIRA;SP;15/04/2020;51%
ITAQUAQUECETUBA;SP;15/04/2020;55%
ITATIBA;SP;15/04/2020;47%
ITU;SP;15/04/2020;49%
JABOTICABAL;SP;15/04/2020;39%
JACAREÍ;SP;15/04/2020;52%
JANDIRA;SP;15/04/2020;52%
JAÚ;SP;15/04/2020;50%
JUNDIAÍ;SP;15/04/2020;48%
LEME;SP;15/04/2020;51%
LIMEIRA;SP;15/04/2020;42%
LINS;SP;15/04/2020;48%
LORENA;SP;15/04/2020;61%
MAIRIPORÃ;SP;15/04/2020;58%
MARÍLIA;SP;15/04/2020;46%
MATÃO;SP;15/04/2020;45%
MAUÁ;SP;15/04/2020;52%
MOGI DAS CRUZES;SP;15/04/2020;54%
MOGI GUAÇU;SP;15/04/2020;50%
MOGI MIRIM;SP;15/04/2020;50%
OSASCO;SP;15/04/2020;52%
OURINHOS;SP;15/04/2020;52%
PAULÍNIA;SP;15/04/2020;49%
PINDAMONHANGABA;SP;15/04/2020;54%
PIRACICABA;SP;15/04/2020;47%
PIRASSUNUNGA;SP;15/04/2020;55%
POÁ;SP;15/04/2020;56%
PRAIA GRANDE;SP;15/04/2020;52%
PRESIDENTE PRUDENTE;SP;15/04/2020;43%
RIBEIRÃO PIRES;SP;15/04/2020;59%
RIBEIRÃO PRETO;SP;15/04/2020;43%
RIO CLARO;SP;15/04/2020;52%
SALTO;SP;15/04/2020;50%
SANTA BÁRBARA D'OESTE;SP;15/04/2020;45%
SANTANA DE PARNAÍBA;SP;15/04/2020;53%
SANTO ANDRÉ;SP;15/04/2020;52%
SANTOS;SP;15/04/2020;49%
SERTÃOZINHO;SP;15/04/2020;52%
SOROCABA;SP;15/04/2020;48%
SUMARÉ;SP;15/04/2020;45%
SUZANO;SP;15/04/2020;54%
SÃO BERNARDO DO CAMPO;SP;15/04/2020;51%
SÃO CAETANO DO SUL;SP;15/04/2020;50%
SÃO CARLOS;SP;15/04/2020;51%
SÃO JOSÉ DO RIO PRETO;SP;15/04/2020;43%
SÃO JOSÉ DOS CAMPOS;SP;15/04/2020;50%
SÃO JOÃO DA BOA VISTA;SP;15/04/2020;52%
SÃO PAULO;SP;15/04/2020;50%
SÃO ROQUE;SP;15/04/2020;55%
SÃO SEBASTIÃO;SP;15/04/2020;66%
SÃO VICENTE;SP;15/04/2020;58%
TABOÃO DA SERRA;SP;15/04/2020;50%
TATUÍ;SP;15/04/2020;53%
TAUBATÉ;SP;15/04/2020;48%
UBATUBA;SP;15/04/2020;64%
VALINHOS;SP;15/04/2020;50%
VINHEDO;SP;15/04/2020;54%
VOTORANTIM;SP;15/04/2020;51%
VOTUPORANGA;SP;15/04/2020;55%
VÁRZEA PAULISTA;SP;15/04/2020;51%
AMERICANA;SP;16/04/2020;47%
AMPARO;SP;16/04/2020;52%
ARARAQUARA;SP;16/04/2020;44%
ARARAS;SP;16/04/2020;48%
ARAÇATUBA;SP;16/04/2020;42%
ARUJÁ;SP;16/04/2020;53%
ASSIS;SP;16/04/2020;45%
ATIBAIA;SP;16/04/2020;49%
AVARÉ;SP;16/04/2020;50%
BARRETOS;SP;16/04/2020;47%
BARUERI;SP;16/04/2020;44%
BAURU;SP;16/04/2020;43%
BEBEDOURO;SP;16/04/2020;56%
BIRIGUI;SP;16/04/2020;47%
BOTUCATU;SP;16/04/2020;49%
BRAGANÇA PAULISTA;SP;16/04/2020;48%
CAIEIRAS;SP;16/04/2020;55%
CAJAMAR;SP;16/04/2020;56%
CAMPINAS;SP;16/04/2020;47%
CAMPO LIMPO PAULISTA;SP;16/04/2020;55%
CARAGUATATUBA;SP;16/04/2020;58%
CARAPICUÍBA;SP;16/04/2020;53%
CATANDUVA;SP;16/04/2020;40%
CAÇAPAVA;SP;16/04/2020;57%
COTIA;SP;16/04/2020;53%
CRUZEIRO;SP;16/04/2020;59%
CUBATÃO;SP;16/04/2020;49%
DIADEMA;SP;16/04/2020;53%
EMBU DAS ARTES;SP;16/04/2020;50%
ESTADO DE SÃO PAULO;SP;16/04/2020;49%
FERRAZ DE VASCONCELOS;SP;16/04/2020;52%
FRANCA;SP;16/04/2020;45%
FRANCISCO MORATO;SP;16/04/2020;51%
FRANCO DA ROCHA;SP;16/04/2020;53%
GUARATINGUETÁ;SP;16/04/2020;53%
GUARUJÁ;SP;16/04/2020;54%
GUARULHOS;SP;16/04/2020;52%
HORTOLÂNDIA;SP;16/04/2020;50%
IBIÚNA;SP;16/04/2020;57%
INDAIATUBA;SP;16/04/2020;51%
ITANHAÉM;SP;16/04/2020;58%
ITAPECERICA DA SERRA;SP;16/04/2020;56%
ITAPETININGA;SP;16/04/2020;50%
ITAPEVA;SP;16/04/2020;45%
ITAPEVI;SP;16/04/2020;52%
ITAPIRA;SP;16/04/2020;52%
ITAQUAQUECETUBA;SP;16/04/2020;55%
ITATIBA;SP;16/04/2020;46%
ITU;SP;16/04/2020;47%
JABOTICABAL;SP;16/04/2020;42%
JACAREÍ;SP;16/04/2020;52%
JANDIRA;SP;16/04/2020;50%
JAÚ;SP;16/04/2020;48%
JUNDIAÍ;SP;16/04/2020;47%
LEME;SP;16/04/2020;50%
LIMEIRA;SP;16/04/2020;41%
LINS;SP;16/04/2020;46%
LORENA;SP;16/04/2020;61%
MAIRIPORÃ;SP;16/04/2020;58%
MARÍLIA;SP;16/04/2020;45%
MATÃO;SP;16/04/2020;45%
MAUÁ;SP;16/04/2020;52%
MOGI DAS CRUZES;SP;16/04/2020;53%
MOGI GUAÇU;SP;16/04/2020;49%
MOGI MIRIM;SP;16/04/2020;50%
OSASCO;SP;16/04/2020;52%
OURINHOS;SP;16/04/2020;51%
PAULÍNIA;SP;16/04/2020;49%
PINDAMONHANGABA;SP;16/04/2020;56%
PIRACICABA;SP;16/04/2020;47%
PIRASSUNUNGA;SP;16/04/2020;53%
POÁ;SP;16/04/2020;56%
PRAIA GRANDE;SP;16/04/2020;50%
PRESIDENTE PRUDENTE;SP;16/04/2020;39%
RIBEIRÃO PIRES;SP;16/04/2020;59%
RIBEIRÃO PRETO;SP;16/04/2020;42%
RIO CLARO;SP;16/04/2020;51%
SALTO;SP;16/04/2020;49%
SANTA BÁRBARA D'OESTE;SP;16/04/2020;46%
SANTANA DE PARNAÍBA;SP;16/04/2020;53%
SANTO ANDRÉ;SP;16/04/2020;51%
SANTOS;SP;16/04/2020;49%
SERTÃOZINHO;SP;16/04/2020;50%
SOROCABA;SP;16/04/2020;47%
SUMARÉ;SP;16/04/2020;45%
SUZANO;SP;16/04/2020;54%
SÃO BERNARDO DO CAMPO;SP;16/04/2020;50%
SÃO CAETANO DO SUL;SP;16/04/2020;49%
SÃO CARLOS;SP;16/04/2020;51%
SÃO JOSÉ DO RIO PRETO;SP;16/04/2020;42%
SÃO JOSÉ DOS CAMPOS;SP;16/04/2020;50%
SÃO JOÃO DA BOA VISTA;SP;16/04/2020;52%
SÃO PAULO;SP;16/04/2020;49%
SÃO ROQUE;SP;16/04/2020;54%
SÃO SEBASTIÃO;SP;16/04/2020;67%
SÃO VICENTE;SP;16/04/2020;58%
TABOÃO DA SERRA;SP;16/04/2020;49%
TATUÍ;SP;16/04/2020;51%
TAUBATÉ;SP;16/04/2020;50%
UBATUBA;SP;16/04/2020;65%
VALINHOS;SP;16/04/2020;50%
VINHEDO;SP;16/04/2020;53%
VOTORANTIM;SP;16/04/2020;51%
VOTUPORANGA;SP;16/04/2020;54%
VÁRZEA PAULISTA;SP;16/04/2020;50%
AMERICANA;SP;17/04/2020;45%
AMPARO;SP;17/04/2020;51%
ARARAQUARA;SP;17/04/2020;43%
ARARAS;SP;17/04/2020;48%
ARAÇATUBA;SP;17/04/2020;41%
ARUJÁ;SP;17/04/2020;52%
ASSIS;SP;17/04/2020;46%
ATIBAIA;SP;17/04/2020;50%
AVARÉ;SP;17/04/2020;50%
BARRETOS;SP;17/04/2020;40%
BARUERI;SP;17/04/2020;44%
BAURU;SP;17/04/2020;42%
BEBEDOURO;SP;17/04/2020;55%
BIRIGUI;SP;17/04/2020;48%
BOTUCATU;SP;17/04/2020;49%
BRAGANÇA PAULISTA;SP;17/04/2020;47%
CAIEIRAS;SP;17/04/2020;54%
CAJAMAR;SP;17/04/2020;53%
CAMPINAS;SP;17/04/2020;46%
