Município1;UF1;Data;Índice De Isolamento
CAMPO LIMPO PAULISTA;SP;17/04/2020;54%
CARAGUATATUBA;SP;17/04/2020;57%
CARAPICUÍBA;SP;17/04/2020;52%
CATANDUVA;SP;17/04/2020;40%
CAÇAPAVA;SP;17/04/2020;57%
COTIA;SP;17/04/2020;51%
CRUZEIRO;SP;17/04/2020;60%
CUBATÃO;SP;17/04/2020;49%
DIADEMA;SP;17/04/2020;52%
EMBU DAS ARTES;SP;17/04/2020;50%
ESTADO DE SÃO PAULO;SP;17/04/2020;49%
FERRAZ DE VASCONCELOS;SP;17/04/2020;51%
FRANCA;SP;17/04/2020;44%
FRANCISCO MORATO;SP;17/04/2020;49%
FRANCO DA ROCHA;SP;17/04/2020;52%
GUARATINGUETÁ;SP;17/04/2020;54%
GUARUJÁ;SP;17/04/2020;54%
GUARULHOS;SP;17/04/2020;51%
HORTOLÂNDIA;SP;17/04/2020;50%
IBIÚNA;SP;17/04/2020;57%
INDAIATUBA;SP;17/04/2020;49%
ITANHAÉM;SP;17/04/2020;57%
ITAPECERICA DA SERRA;SP;17/04/2020;55%
ITAPETININGA;SP;17/04/2020;49%
ITAPEVA;SP;17/04/2020;47%
ITAPEVI;SP;17/04/2020;52%
ITAPIRA;SP;17/04/2020;50%
ITAQUAQUECETUBA;SP;17/04/2020;54%
ITATIBA;SP;17/04/2020;44%
ITU;SP;17/04/2020;47%
JABOTICABAL;SP;17/04/2020;45%
JACAREÍ;SP;17/04/2020;52%
JANDIRA;SP;17/04/2020;50%
JAÚ;SP;17/04/2020;47%
JUNDIAÍ;SP;17/04/2020;46%
LEME;SP;17/04/2020;50%
LIMEIRA;SP;17/04/2020;39%
LINS;SP;17/04/2020;46%
LORENA;SP;17/04/2020;61%
MAIRIPORÃ;SP;17/04/2020;56%
MARÍLIA;SP;17/04/2020;45%
MATÃO;SP;17/04/2020;43%
MAUÁ;SP;17/04/2020;52%
MOGI DAS CRUZES;SP;17/04/2020;52%
MOGI GUAÇU;SP;17/04/2020;48%
MOGI MIRIM;SP;17/04/2020;49%
OSASCO;SP;17/04/2020;51%
OURINHOS;SP;17/04/2020;51%
PAULÍNIA;SP;17/04/2020;47%
PINDAMONHANGABA;SP;17/04/2020;56%
PIRACICABA;SP;17/04/2020;46%
PIRASSUNUNGA;SP;17/04/2020;53%
POÁ;SP;17/04/2020;55%
PRAIA GRANDE;SP;17/04/2020;50%
PRESIDENTE PRUDENTE;SP;17/04/2020;41%
RIBEIRÃO PIRES;SP;17/04/2020;59%
RIBEIRÃO PRETO;SP;17/04/2020;41%
RIO CLARO;SP;17/04/2020;50%
SALTO;SP;17/04/2020;48%
SANTA BÁRBARA D'OESTE;SP;17/04/2020;44%
SANTANA DE PARNAÍBA;SP;17/04/2020;46%
SANTO ANDRÉ;SP;17/04/2020;50%
SANTOS;SP;17/04/2020;48%
SERTÃOZINHO;SP;17/04/2020;50%
SOROCABA;SP;17/04/2020;46%
SUMARÉ;SP;17/04/2020;44%
SUZANO;SP;17/04/2020;53%
SÃO BERNARDO DO CAMPO;SP;17/04/2020;49%
SÃO CAETANO DO SUL;SP;17/04/2020;49%
SÃO CARLOS;SP;17/04/2020;50%
SÃO JOSÉ DO RIO PRETO;SP;17/04/2020;40%
SÃO JOSÉ DOS CAMPOS;SP;17/04/2020;49%
SÃO JOÃO DA BOA VISTA;SP;17/04/2020;50%
SÃO PAULO;SP;17/04/2020;49%
SÃO ROQUE;SP;17/04/2020;52%
SÃO SEBASTIÃO;SP;17/04/2020;67%
SÃO VICENTE;SP;17/04/2020;56%
TABOÃO DA SERRA;SP;17/04/2020;49%
TATUÍ;SP;17/04/2020;51%
TAUBATÉ;SP;17/04/2020;49%
UBATUBA;SP;17/04/2020;64%
VALINHOS;SP;17/04/2020;48%
VINHEDO;SP;17/04/2020;52%
VOTORANTIM;SP;17/04/2020;49%
VOTUPORANGA;SP;17/04/2020;53%
VÁRZEA PAULISTA;SP;17/04/2020;48%
AMERICANA;SP;18/04/2020;49%
AMPARO;SP;18/04/2020;57%
ARARAQUARA;SP;18/04/2020;47%
ARARAS;SP;18/04/2020;52%
ARAÇATUBA;SP;18/04/2020;46%
ARUJÁ;SP;18/04/2020;58%
ASSIS;SP;18/04/2020;51%
ATIBAIA;SP;18/04/2020;55%
AVARÉ;SP;18/04/2020;55%
BARRETOS;SP;18/04/2020;51%
BARUERI;SP;18/04/2020;48%
BAURU;SP;18/04/2020;47%
BEBEDOURO;SP;18/04/2020;63%
BIRIGUI;SP;18/04/2020;52%
BOTUCATU;SP;18/04/2020;54%
BRAGANÇA PAULISTA;SP;18/04/2020;52%
CAIEIRAS;SP;18/04/2020;59%
CAJAMAR;SP;18/04/2020;60%
CAMPINAS;SP;18/04/2020;52%
CAMPO LIMPO PAULISTA;SP;18/04/2020;59%
CARAGUATATUBA;SP;18/04/2020;62%
CARAPICUÍBA;SP;18/04/2020;53%
CATANDUVA;SP;18/04/2020;46%
CAÇAPAVA;SP;18/04/2020;61%
COTIA;SP;18/04/2020;54%
CRUZEIRO;SP;18/04/2020;65%
CUBATÃO;SP;18/04/2020;54%
DIADEMA;SP;18/04/2020;58%
EMBU DAS ARTES;SP;18/04/2020;55%
ESTADO DE SÃO PAULO;SP;18/04/2020;54%
FERRAZ DE VASCONCELOS;SP;18/04/2020;55%
FRANCA;SP;18/04/2020;51%
FRANCISCO MORATO;SP;18/04/2020;54%
FRANCO DA ROCHA;SP;18/04/2020;56%
GUARATINGUETÁ;SP;18/04/2020;58%
GUARUJÁ;SP;18/04/2020;57%
GUARULHOS;SP;18/04/2020;56%
HORTOLÂNDIA;SP;18/04/2020;56%
IBIÚNA;SP;18/04/2020;62%
INDAIATUBA;SP;18/04/2020;54%
ITANHAÉM;SP;18/04/2020;61%
ITAPECERICA DA SERRA;SP;18/04/2020;60%
ITAPETININGA;SP;18/04/2020;53%
ITAPEVA;SP;18/04/2020;51%
ITAPEVI;SP;18/04/2020;56%
ITAPIRA;SP;18/04/2020;56%
ITAQUAQUECETUBA;SP;18/04/2020;59%
ITATIBA;SP;18/04/2020;49%
ITU;SP;18/04/2020;50%
JABOTICABAL;SP;18/04/2020;50%
JACAREÍ;SP;18/04/2020;57%
JANDIRA;SP;18/04/2020;54%
JAÚ;SP;18/04/2020;53%
JUNDIAÍ;SP;18/04/2020;51%
LEME;SP;18/04/2020;55%
LIMEIRA;SP;18/04/2020;47%
LINS;SP;18/04/2020;52%
LORENA;SP;18/04/2020;65%
MAIRIPORÃ;SP;18/04/2020;62%
MARÍLIA;SP;18/04/2020;50%
MATÃO;SP;18/04/2020;48%
MAUÁ;SP;18/04/2020;57%
MOGI DAS CRUZES;SP;18/04/2020;57%
MOGI GUAÇU;SP;18/04/2020;53%
MOGI MIRIM;SP;18/04/2020;54%
OSASCO;SP;18/04/2020;55%
OURINHOS;SP;18/04/2020;55%
PAULÍNIA;SP;18/04/2020;49%
PINDAMONHANGABA;SP;18/04/2020;61%
PIRACICABA;SP;18/04/2020;51%
PIRASSUNUNGA;SP;18/04/2020;59%
POÁ;SP;18/04/2020;61%
PRAIA GRANDE;SP;18/04/2020;55%
PRESIDENTE PRUDENTE;SP;18/04/2020;47%
RIBEIRÃO PIRES;SP;18/04/2020;63%
RIBEIRÃO PRETO;SP;18/04/2020;48%
RIO CLARO;SP;18/04/2020;56%
SALTO;SP;18/04/2020;54%
SANTA BÁRBARA D'OESTE;SP;18/04/2020;51%
SANTANA DE PARNAÍBA;SP;18/04/2020;56%
SANTO ANDRÉ;SP;18/04/2020;54%
SANTOS;SP;18/04/2020;54%
SERTÃOZINHO;SP;18/04/2020;59%
SOROCABA;SP;18/04/2020;51%
SUMARÉ;SP;18/04/2020;50%
SUZANO;SP;18/04/2020;57%
SÃO BERNARDO DO CAMPO;SP;18/04/2020;54%
SÃO CAETANO DO SUL;SP;18/04/2020;52%
SÃO CARLOS;SP;18/04/2020;54%
SÃO JOSÉ DO RIO PRETO;SP;18/04/2020;48%
SÃO JOSÉ DOS CAMPOS;SP;18/04/2020;55%
SÃO JOÃO DA BOA VISTA;SP;18/04/2020;57%
SÃO PAULO;SP;18/04/2020;53%
SÃO ROQUE;SP;18/04/2020;57%
SÃO SEBASTIÃO;SP;18/04/2020;70%
SÃO VICENTE;SP;18/04/2020;62%
TABOÃO DA SERRA;SP;18/04/2020;53%
TATUÍ;SP;18/04/2020;56%
TAUBATÉ;SP;18/04/2020;54%
UBATUBA;SP;18/04/2020;67%
VALINHOS;SP;18/04/2020;54%
VINHEDO;SP;18/04/2020;57%
VOTORANTIM;SP;18/04/2020;54%
VOTUPORANGA;SP;18/04/2020;58%
VÁRZEA PAULISTA;SP;18/04/2020;54%
AMERICANA;SP;19/04/2020;58%
AMPARO;SP;19/04/2020;63%
ARARAQUARA;SP;19/04/2020;54%
ARARAS;SP;19/04/2020;60%
ARAÇATUBA;SP;19/04/2020;53%
ARUJÁ;SP;19/04/2020;65%
ASSIS;SP;19/04/2020;57%
ATIBAIA;SP;19/04/2020;60%
AVARÉ;SP;19/04/2020;62%
BARRETOS;SP;19/04/2020;59%
BARUERI;SP;19/04/2020;55%
BAURU;SP;19/04/2020;55%
BEBEDOURO;SP;19/04/2020;71%
BIRIGUI;SP;19/04/2020;55%
BOTUCATU;SP;19/04/2020;61%
BRAGANÇA PAULISTA;SP;19/04/2020;58%
CAIEIRAS;SP;19/04/2020;68%
CAJAMAR;SP;19/04/2020;69%
CAMPINAS;SP;19/04/2020;58%
CAMPO LIMPO PAULISTA;SP;19/04/2020;65%
CARAGUATATUBA;SP;19/04/2020;67%
CARAPICUÍBA;SP;19/04/2020;64%
CATANDUVA;SP;19/04/2020;52%
CAÇAPAVA;SP;19/04/2020;66%
COTIA;SP;19/04/2020;63%
CRUZEIRO;SP;19/04/2020;69%
CUBATÃO;SP;19/04/2020;64%
DIADEMA;SP;19/04/2020;64%
EMBU DAS ARTES;SP;19/04/2020;63%
ESTADO DE SÃO PAULO;SP;19/04/2020;59%
FERRAZ DE VASCONCELOS;SP;19/04/2020;62%
FRANCA;SP;19/04/2020;61%
FRANCISCO MORATO;SP;19/04/2020;60%
FRANCO DA ROCHA;SP;19/04/2020;62%
GUARATINGUETÁ;SP;19/04/2020;64%
GUARUJÁ;SP;19/04/2020;63%
GUARULHOS;SP;19/04/2020;63%
HORTOLÂNDIA;SP;19/04/2020;62%
IBIÚNA;SP;19/04/2020;74%
INDAIATUBA;SP;19/04/2020;60%
ITANHAÉM;SP;19/04/2020;66%
ITAPECERICA DA SERRA;SP;19/04/2020;66%
ITAPETININGA;SP;19/04/2020;59%
ITAPEVA;SP;19/04/2020;57%
ITAPEVI;SP;19/04/2020;62%
ITAPIRA;SP;19/04/2020;63%
ITAQUAQUECETUBA;SP;19/04/2020;66%
ITATIBA;SP;19/04/2020;56%
ITU;SP;19/04/2020;59%
JABOTICABAL;SP;19/04/2020;57%
JACAREÍ;SP;19/04/2020;63%
JANDIRA;SP;19/04/2020;60%
JAÚ;SP;19/04/2020;60%
JUNDIAÍ;SP;19/04/2020;58%
LEME;SP;19/04/2020;62%
LIMEIRA;SP;19/04/2020;53%
LINS;SP;19/04/2020;54%
LORENA;SP;19/04/2020;70%
MAIRIPORÃ;SP;19/04/2020;68%
MARÍLIA;SP;19/04/2020;55%
MATÃO;SP;19/04/2020;54%
MAUÁ;SP;19/04/2020;62%
MOGI DAS CRUZES;SP;19/04/2020;63%
MOGI GUAÇU;SP;19/04/2020;58%
MOGI MIRIM;SP;19/04/2020;61%
OSASCO;SP;19/04/2020;62%
OURINHOS;SP;19/04/2020;61%
PAULÍNIA;SP;19/04/2020;62%
PINDAMONHANGABA;SP;19/04/2020;66%
PIRACICABA;SP;19/04/2020;57%
PIRASSUNUNGA;SP;19/04/2020;65%
POÁ;SP;19/04/2020;67%
PRAIA GRANDE;SP;19/04/2020;61%
PRESIDENTE PRUDENTE;SP;19/04/2020;54%
RIBEIRÃO PIRES;SP;19/04/2020;69%
RIBEIRÃO PRETO;SP;19/04/2020;55%
RIO CLARO;SP;19/04/2020;62%
SALTO;SP;19/04/2020;60%
SANTA BÁRBARA D'OESTE;SP;19/04/2020;57%
SANTANA DE PARNAÍBA;SP;19/04/2020;62%
SANTO ANDRÉ;SP;19/04/2020;60%
SANTOS;SP;19/04/2020;59%
SERTÃOZINHO;SP;19/04/2020;67%
SOROCABA;SP;19/04/2020;57%
SUMARÉ;SP;19/04/2020;58%
SUZANO;SP;19/04/2020;64%
SÃO BERNARDO DO CAMPO;SP;19/04/2020;60%
SÃO CAETANO DO SUL;SP;19/04/2020;58%
SÃO CARLOS;SP;19/04/2020;61%
SÃO JOSÉ DO RIO PRETO;SP;19/04/2020;55%
SÃO JOSÉ DOS CAMPOS;SP;19/04/2020;61%
SÃO JOÃO DA BOA VISTA;SP;19/04/2020;65%
SÃO PAULO;SP;19/04/2020;58%
SÃO ROQUE;SP;19/04/2020;63%
SÃO SEBASTIÃO;SP;19/04/2020;73%
SÃO VICENTE;SP;19/04/2020;68%
TABOÃO DA SERRA;SP;19/04/2020;59%
TATUÍ;SP;19/04/2020;61%
TAUBATÉ;SP;19/04/2020;59%
UBATUBA;SP;19/04/2020;72%
VALINHOS;SP;19/04/2020;60%
VINHEDO;SP;19/04/2020;63%
VOTORANTIM;SP;19/04/2020;60%
VOTUPORANGA;SP;19/04/2020;65%
VÁRZEA PAULISTA;SP;19/04/2020;59%
AMERICANA;SP;20/04/2020;48%
AMPARO;SP;20/04/2020;54%
ARARAQUARA;SP;20/04/2020;44%
ARARAS;SP;20/04/2020;50%
ARAÇATUBA;SP;20/04/2020;42%
ARUJÁ;SP;20/04/2020;55%
ASSIS;SP;20/04/2020;48%
ATIBAIA;SP;20/04/2020;52%
AVARÉ;SP;20/04/2020;52%
BARRETOS;SP;20/04/2020;47%
BARUERI;SP;20/04/2020;46%
BAURU;SP;20/04/2020;44%
BEBEDOURO;SP;20/04/2020;58%
BIRIGUI;SP;20/04/2020;50%
BOTUCATU;SP;20/04/2020;51%
BRAGANÇA PAULISTA;SP;20/04/2020;49%
CAIEIRAS;SP;20/04/2020;58%
CAJAMAR;SP;20/04/2020;58%
CAMPINAS;SP;20/04/2020;49%
CAMPO LIMPO PAULISTA;SP;20/04/2020;55%
CARAGUATATUBA;SP;20/04/2020;61%
CARAPICUÍBA;SP;20/04/2020;54%
CATANDUVA;SP;20/04/2020;43%
CAÇAPAVA;SP;20/04/2020;58%
COTIA;SP;20/04/2020;54%
CRUZEIRO;SP;20/04/2020;64%
CUBATÃO;SP;20/04/2020;52%
DIADEMA;SP;20/04/2020;55%
EMBU DAS ARTES;SP;20/04/2020;52%
ESTADO DE SÃO PAULO;SP;20/04/2020;51%
FERRAZ DE VASCONCELOS;SP;20/04/2020;50%
FRANCA;SP;20/04/2020;46%
FRANCISCO MORATO;SP;20/04/2020;51%
FRANCO DA ROCHA;SP;20/04/2020;54%
GUARATINGUETÁ;SP;20/04/2020;56%
GUARUJÁ;SP;20/04/2020;55%
GUARULHOS;SP;20/04/2020;54%
HORTOLÂNDIA;SP;20/04/2020;52%
IBIÚNA;SP;20/04/2020;57%
INDAIATUBA;SP;20/04/2020;52%
ITANHAÉM;SP;20/04/2020;58%
ITAPECERICA DA SERRA;SP;20/04/2020;56%
ITAPETININGA;SP;20/04/2020;51%
ITAPEVA;SP;20/04/2020;48%
ITAPEVI;SP;20/04/2020;52%
ITAPIRA;SP;20/04/2020;52%
ITAQUAQUECETUBA;SP;20/04/2020;55%
ITATIBA;SP;20/04/2020;47%
ITU;SP;20/04/2020;49%
JABOTICABAL;SP;20/04/2020;48%
JACAREÍ;SP;20/04/2020;54%
JANDIRA;SP;20/04/2020;52%
JAÚ;SP;20/04/2020;50%
JUNDIAÍ;SP;20/04/2020;48%
LEME;SP;20/04/2020;52%
LIMEIRA;SP;20/04/2020;43%
LINS;SP;20/04/2020;47%
LORENA;SP;20/04/2020;63%
MAIRIPORÃ;SP;20/04/2020;58%
MARÍLIA;SP;20/04/2020;47%
MATÃO;SP;20/04/2020;46%
MAUÁ;SP;20/04/2020;53%
MOGI DAS CRUZES;SP;20/04/2020;54%
MOGI GUAÇU;SP;20/04/2020;49%
MOGI MIRIM;SP;20/04/2020;51%
OSASCO;SP;20/04/2020;53%
OURINHOS;SP;20/04/2020;51%
PAULÍNIA;SP;20/04/2020;50%
PINDAMONHANGABA;SP;20/04/2020;58%
PIRACICABA;SP;20/04/2020;47%
PIRASSUNUNGA;SP;20/04/2020;56%
POÁ;SP;20/04/2020;57%
PRAIA GRANDE;SP;20/04/2020;52%
PRESIDENTE PRUDENTE;SP;20/04/2020;43%
RIBEIRÃO PIRES;SP;20/04/2020;61%
RIBEIRÃO PRETO;SP;20/04/2020;44%
RIO CLARO;SP;20/04/2020;53%
SALTO;SP;20/04/2020;51%
SANTA BÁRBARA D'OESTE;SP;20/04/2020;48%
SANTANA DE PARNAÍBA;SP;20/04/2020;53%
SANTO ANDRÉ;SP;20/04/2020;52%
SANTOS;SP;20/04/2020;50%
SERTÃOZINHO;SP;20/04/2020;53%
SOROCABA;SP;20/04/2020;48%
SUMARÉ;SP;20/04/2020;47%
SUZANO;SP;20/04/2020;54%
SÃO BERNARDO DO CAMPO;SP;20/04/2020;52%
SÃO CAETANO DO SUL;SP;20/04/2020;51%
SÃO CARLOS;SP;20/04/2020;53%
SÃO JOSÉ DO RIO PRETO;SP;20/04/2020;42%
SÃO JOSÉ DOS CAMPOS;SP;20/04/2020;51%
SÃO JOÃO DA BOA VISTA;SP;20/04/2020;53%
SÃO PAULO;SP;20/04/2020;51%
SÃO ROQUE;SP;20/04/2020;54%
SÃO SEBASTIÃO;SP;20/04/2020;67%
SÃO VICENTE;SP;20/04/2020;58%
TABOÃO DA SERRA;SP;20/04/2020;51%
TATUÍ;SP;20/04/2020;53%
TAUBATÉ;SP;20/04/2020;51%
UBATUBA;SP;20/04/2020;64%
VALINHOS;SP;20/04/2020;51%
VINHEDO;SP;20/04/2020;55%
VOTORANTIM;SP;20/04/2020;52%
VOTUPORANGA;SP;20/04/2020;56%
VÁRZEA PAULISTA;SP;20/04/2020;47%
AMERICANA;SP;21/04/2020;55%
AMPARO;SP;21/04/2020;60%
ARARAQUARA;SP;21/04/2020;53%
ARARAS;SP;21/04/2020;59%
ARAÇATUBA;SP;21/04/2020;52%
ARUJÁ;SP;21/04/2020;62%
ASSIS;SP;21/04/2020;57%
ATIBAIA;SP;21/04/2020;59%
AVARÉ;SP;21/04/2020;59%
BARRETOS;SP;21/04/2020;57%
BARUERI;SP;21/04/2020;53%
BAURU;SP;21/04/2020;53%
BEBEDOURO;SP;21/04/2020;67%
BIRIGUI;SP;21/04/2020;58%
BOTUCATU;SP;21/04/2020;57%
BRAGANÇA PAULISTA;SP;21/04/2020;55%
CAIEIRAS;SP;21/04/2020;65%
CAJAMAR;SP;21/04/2020;66%
CAMPINAS;SP;21/04/2020;56%
CAMPO LIMPO PAULISTA;SP;21/04/2020;61%
CARAGUATATUBA;SP;21/04/2020;62%
CARAPICUÍBA;SP;21/04/2020;61%
CATANDUVA;SP;21/04/2020;51%
CAÇAPAVA;SP;21/04/2020;64%
COTIA;SP;21/04/2020;60%
CRUZEIRO;SP;21/04/2020;67%
CUBATÃO;SP;21/04/2020;59%
DIADEMA;SP;21/04/2020;61%
EMBU DAS ARTES;SP;21/04/2020;60%
ESTADO DE SÃO PAULO;SP;21/04/2020;57%
FERRAZ DE VASCONCELOS;SP;21/04/2020;59%
FRANCA;SP;21/04/2020;53%
FRANCISCO MORATO;SP;21/04/2020;57%
FRANCO DA ROCHA;SP;21/04/2020;60%
GUARATINGUETÁ;SP;21/04/2020;60%
GUARUJÁ;SP;21/04/2020;60%
GUARULHOS;SP;21/04/2020;61%
HORTOLÂNDIA;SP;21/04/2020;59%
IBIÚNA;SP;21/04/2020;66%
INDAIATUBA;SP;21/04/2020;58%
ITANHAÉM;SP;21/04/2020;62%
ITAPECERICA DA SERRA;SP;21/04/2020;64%
ITAPETININGA;SP;21/04/2020;57%
ITAPEVA;SP;21/04/2020;55%
ITAPEVI;SP;21/04/2020;56%
ITAPIRA;SP;21/04/2020;60%
ITAQUAQUECETUBA;SP;21/04/2020;63%
ITATIBA;SP;21/04/2020;53%
ITU;SP;21/04/2020;57%
JABOTICABAL;SP;21/04/2020;58%
JACAREÍ;SP;21/04/2020;60%
JANDIRA;SP;21/04/2020;57%
JAÚ;SP;21/04/2020;58%
JUNDIAÍ;SP;21/04/2020;55%
LEME;SP;21/04/2020;59%
LIMEIRA;SP;21/04/2020;50%
LINS;SP;21/04/2020;57%
LORENA;SP;21/04/2020;67%
MAIRIPORÃ;SP;21/04/2020;65%
MARÍLIA;SP;21/04/2020;53%
MATÃO;SP;21/04/2020;53%
MAUÁ;SP;21/04/2020;60%
MOGI DAS CRUZES;SP;21/04/2020;61%
MOGI GUAÇU;SP;21/04/2020;57%
MOGI MIRIM;SP;21/04/2020;58%
OSASCO;SP;21/04/2020;60%
OURINHOS;SP;21/04/2020;59%
PAULÍNIA;SP;21/04/2020;58%
PINDAMONHANGABA;SP;21/04/2020;63%
PIRACICABA;SP;21/04/2020;55%
PIRASSUNUNGA;SP;21/04/2020;62%
POÁ;SP;21/04/2020;65%
PRAIA GRANDE;SP;21/04/2020;58%
PRESIDENTE PRUDENTE;SP;21/04/2020;53%
RIBEIRÃO PIRES;SP;21/04/2020;66%
RIBEIRÃO PRETO;SP;21/04/2020;53%
RIO CLARO;SP;21/04/2020;61%
SALTO;SP;21/04/2020;57%
SANTA BÁRBARA D'OESTE;SP;21/04/2020;54%
SANTANA DE PARNAÍBA;SP;21/04/2020;59%
SANTO ANDRÉ;SP;21/04/2020;57%
SANTOS;SP;21/04/2020;57%
SERTÃOZINHO;SP;21/04/2020;63%
SOROCABA;SP;21/04/2020;55%
SUMARÉ;SP;21/04/2020;54%
SUZANO;SP;21/04/2020;61%
SÃO BERNARDO DO CAMPO;SP;21/04/2020;58%
SÃO CAETANO DO SUL;SP;21/04/2020;56%
SÃO CARLOS;SP;21/04/2020;59%
SÃO JOSÉ DO RIO PRETO;SP;21/04/2020;53%
SÃO JOSÉ DOS CAMPOS;SP;21/04/2020;57%
SÃO JOÃO DA BOA VISTA;SP;21/04/2020;62%
SÃO PAULO;SP;21/04/2020;57%
SÃO ROQUE;SP;21/04/2020;61%
SÃO SEBASTIÃO;SP;21/04/2020;65%
SÃO VICENTE;SP;21/04/2020;66%
TABOÃO DA SERRA;SP;21/04/2020;57%
TATUÍ;SP;21/04/2020;58%
TAUBATÉ;SP;21/04/2020;56%
UBATUBA;SP;21/04/2020;67%
VALINHOS;SP;21/04/2020;58%
VINHEDO;SP;21/04/2020;60%
VOTORANTIM;SP;21/04/2020;58%
VOTUPORANGA;SP;21/04/2020;63%
VÁRZEA PAULISTA;SP;21/04/2020;57%
AMERICANA;SP;22/04/2020;45%
AMPARO;SP;22/04/2020;51%
ARARAQUARA;SP;22/04/2020;42%
ARARAS;SP;22/04/2020;48%
ARAÇATUBA;SP;22/04/2020;41%
ARUJÁ;SP;22/04/2020;52%
ASSIS;SP;22/04/2020;47%
ATIBAIA;SP;22/04/2020;49%
AVARÉ;SP;22/04/2020;50%
BARRETOS;SP;22/04/2020;47%
BARUERI;SP;22/04/2020;43%
BAURU;SP;22/04/2020;42%
BEBEDOURO;SP;22/04/2020;55%
BIRIGUI;SP;22/04/2020;49%
BOTUCATU;SP;22/04/2020;47%
BRAGANÇA PAULISTA;SP;22/04/2020;47%
CAIEIRAS;SP;22/04/2020;53%
CAJAMAR;SP;22/04/2020;55%
CAMPINAS;SP;22/04/2020;46%
CAMPO LIMPO PAULISTA;SP;22/04/2020;52%
CARAGUATATUBA;SP;22/04/2020;55%
CARAPICUÍBA;SP;22/04/2020;51%
CATANDUVA;SP;22/04/2020;40%
CAÇAPAVA;SP;22/04/2020;56%
COTIA;SP;22/04/2020;50%
CRUZEIRO;SP;22/04/2020;60%
CUBATÃO;SP;22/04/2020;50%
DIADEMA;SP;22/04/2020;51%
EMBU DAS ARTES;SP;22/04/2020;49%
ESTADO DE SÃO PAULO;SP;22/04/2020;48%
FERRAZ DE VASCONCELOS;SP;22/04/2020;50%
FRANCA;SP;22/04/2020;41%
FRANCISCO MORATO;SP;22/04/2020;49%
FRANCO DA ROCHA;SP;22/04/2020;51%
GUARATINGUETÁ;SP;22/04/2020;53%
GUARUJÁ;SP;22/04/2020;52%
GUARULHOS;SP;22/04/2020;50%
HORTOLÂNDIA;SP;22/04/2020;49%
IBIÚNA;SP;22/04/2020;55%
INDAIATUBA;SP;22/04/2020;49%
ITANHAÉM;SP;22/04/2020;60%
ITAPECERICA DA SERRA;SP;22/04/2020;54%
ITAPETININGA;SP;22/04/2020;49%
ITAPEVA;SP;22/04/2020;47%
ITAPEVI;SP;22/04/2020;46%
ITAPIRA;SP;22/04/2020;49%
ITAQUAQUECETUBA;SP;22/04/2020;52%
ITATIBA;SP;22/04/2020;44%
ITU;SP;22/04/2020;46%
JABOTICABAL;SP;22/04/2020;46%
JACAREÍ;SP;22/04/2020;50%
JANDIRA;SP;22/04/2020;47%
JAÚ;SP;22/04/2020;48%
JUNDIAÍ;SP;22/04/2020;45%
LEME;SP;22/04/2020;50%
LIMEIRA;SP;22/04/2020;38%
LINS;SP;22/04/2020;47%
LORENA;SP;22/04/2020;60%
MAIRIPORÃ;SP;22/04/2020;55%
MARÍLIA;SP;22/04/2020;45%
MATÃO;SP;22/04/2020;44%
MAUÁ;SP;22/04/2020;51%
MOGI DAS CRUZES;SP;22/04/2020;52%
MOGI GUAÇU;SP;22/04/2020;47%
MOGI MIRIM;SP;22/04/2020;49%
OSASCO;SP;22/04/2020;50%
OURINHOS;SP;22/04/2020;50%
PAULÍNIA;SP;22/04/2020;47%
PINDAMONHANGABA;SP;22/04/2020;56%
PIRACICABA;SP;22/04/2020;46%
PIRASSUNUNGA;SP;22/04/2020;53%
POÁ;SP;22/04/2020;54%
PRAIA GRANDE;SP;22/04/2020;49%
PRESIDENTE PRUDENTE;SP;22/04/2020;40%
RIBEIRÃO PIRES;SP;22/04/2020;58%
RIBEIRÃO PRETO;SP;22/04/2020;41%
RIO CLARO;SP;22/04/2020;49%
SALTO;SP;22/04/2020;48%
SANTA BÁRBARA D'OESTE;SP;22/04/2020;44%
SANTANA DE PARNAÍBA;SP;22/04/2020;51%
SANTO ANDRÉ;SP;22/04/2020;50%
SANTOS;SP;22/04/2020;47%
SERTÃOZINHO;SP;22/04/2020;50%
SOROCABA;SP;22/04/2020;46%
SUMARÉ;SP;22/04/2020;43%
SUZANO;SP;22/04/2020;52%
SÃO BERNARDO DO CAMPO;SP;22/04/2020;49%
SÃO CAETANO DO SUL;SP;22/04/2020;48%
SÃO CARLOS;SP;22/04/2020;50%
SÃO JOSÉ DO RIO PRETO;SP;22/04/2020;40%
SÃO JOSÉ DOS CAMPOS;SP;22/04/2020;48%
SÃO JOÃO DA BOA VISTA;SP;22/04/2020;51%
SÃO PAULO;SP;22/04/2020;48%
SÃO ROQUE;SP;22/04/2020;52%
SÃO SEBASTIÃO;SP;22/04/2020;62%
SÃO VICENTE;SP;22/04/2020;56%
TABOÃO DA SERRA;SP;22/04/2020;48%
TATUÍ;SP;22/04/2020;51%
TAUBATÉ;SP;22/04/2020;48%
UBATUBA;SP;22/04/2020;61%
VALINHOS;SP;22/04/2020;48%
VINHEDO;SP;22/04/2020;52%
VOTORANTIM;SP;22/04/2020;49%
VOTUPORANGA;SP;22/04/2020;53%
VÁRZEA PAULISTA;SP;22/04/2020;48%
AMERICANA;SP;23/04/2020;45%
AMPARO;SP;23/04/2020;51%
ARARAQUARA;SP;23/04/2020;42%
